model,pvalue_cumret,diff_obs,diff_ci_lo,diff_ci_hi
ppo_seed1.zip,0.6,0.32950891420587824,-0.6241480029333134,1.5950622831988892
ppo_seed2.zip,0.8955,0.059151896588745645,-0.7133234895630671,0.837719008693417
ppo_seed3.zip,0.9865,-0.006063816822072798,-0.7382411511167526,0.6923369091354938
