Price,Adj Close,Close,High,Low,Open,Volume,returns,rsi,ma10,ma50,atr,macd_diff
Ticker,SPY,SPY,SPY,SPY,SPY,SPY,,,,,,
Date,,,,,,,,,,,,
2010-02-03,82.6455078125,109.83000183105469,110.4800033569336,109.51000213623047,109.87999725341797,172730700,-0.004982385015772417,41.940432406897834,82.40094375610352,83.968974609375,1.58121151665329,0.0
2010-02-04,80.0946044921875,106.44000244140625,109.02999877929688,106.41999816894531,108.9800033569336,356715700,-0.030865601625920225,31.82256884337609,82.00513763427735,83.968974609375,1.7118395270430102,0.0
2010-02-05,80.26009368896484,106.66000366210938,106.87999725341797,104.58000183105469,106.55999755859375,493585800,0.002066171595784372,32.952619884626486,81.81325149536133,83.968974609375,1.7538506624230297,0.0
2010-02-08,79.68071746826172,105.88999938964844,107.33000183105469,105.80999755859375,106.73999786376953,224166900,-0.007218733421224366,31.014427440636837,81.5212890625,83.968974609375,1.7371473488543088,0.0
2010-02-09,80.68151092529297,107.22000122070312,108.1500015258789,106.2699966430664,107.12999725341797,337820500,0.01256004575297509,37.81804359443619,81.36401824951172,83.968974609375,1.7744941193811774,0.0
2010-02-10,80.52350616455078,107.01000213623047,107.5999984741211,106.11000061035156,107.05000305175781,240511500,-0.0019583763235233587,37.19435336320149,81.1518180847168,83.968974609375,1.7541729582660597,0.0
2010-02-11,81.36625671386719,108.12999725341797,108.25,106.25,106.87000274658203,223591600,0.010465894860492542,42.62905197974883,81.11870880126953,83.968974609375,1.771732032675627,0.0
2010-02-12,81.29857635498047,108.04000091552734,108.0999984741211,106.51000213623047,106.98999786376953,304622100,-0.0008317988515156305,42.31239238817921,81.16762313842773,83.968974609375,1.7608936815693321,0.0
2010-02-16,82.57777404785156,109.73999786376953,109.8499984741211,107.81999969482422,108.86000061035156,159317500,0.01573456449330224,49.88907492558926,81.2187889099121,83.968974609375,1.7801154742641567,0.0
2010-02-17,82.96907806396484,110.26000213623047,110.41000366210938,109.73999786376953,110.2699966430664,168845100,0.004738611819283589,51.967310562259385,81.20976257324219,83.968974609375,1.7008219259838486,0.0
2010-02-18,83.45817565917969,110.91000366210938,111.13999938964844,110.04000091552734,110.08000183105469,193708600,0.005894938290597507,54.50695700550029,81.29102935791016,83.968974609375,1.657905965136509,0.0
2010-02-19,83.63127899169922,111.13999938964844,111.56999969482422,110.36000061035156,110.62000274658203,222684900,0.0020741327156064138,55.40564882918729,81.64469680786132,83.968974609375,1.625912616517662,0.0
2010-02-22,83.6463394165039,111.16000366210938,111.58000183105469,110.83000183105469,111.55000305175781,132346900,0.00018008124455670682,55.488035895352986,81.98332138061524,83.968974609375,1.5633474296235434,0.48019718254732957
2010-02-23,82.6304702758789,109.80999755859375,111.19999694824219,109.5199966430664,110.86000061035156,207497000,-0.012144812883761014,48.92246162274685,82.27829666137696,83.968974609375,1.5716797778772749,0.4073222478987766
2010-02-24,83.39047241210938,110.81999969482422,111.0,109.86000061035156,110.13999938964844,176350700,0.009197601486389262,53.367951155292076,82.5491928100586,83.968974609375,1.5444171109864873,0.39467191763920995
2010-02-25,83.277587890625,110.66999816894531,110.75,108.94000244140625,109.23999786376953,259634700,-0.0013536860773075698,52.63517725938669,82.82460098266601,83.968974609375,1.5683871211601645,0.3638272294748804
2010-02-26,83.33027648925781,110.73999786376953,111.12000274658203,110.11000061035156,110.7699966430664,173589300,0.000632686416206063,52.95983460564339,83.02100296020508,83.968974609375,1.5285024793794721,0.3329328536473681
2010-03-01,84.19561004638672,111.88999938964844,112.0,111.16999816894531,111.19999694824219,147709700,0.010384383606844905,58.04603963559741,83.3107063293457,83.968974609375,1.5093238834402576,0.35472915023215473
2010-03-02,84.42890930175781,112.19999694824219,112.73999786376953,112.0,112.37000274658203,160992400,0.0027709194724352404,59.32303139159761,83.49581985473633,83.968974609375,1.4622292113460316,0.3672648895348588
2010-03-03,84.50413513183594,112.30000305175781,112.97000122070312,112.0199966430664,112.48999786376953,150785000,0.0008909961137748557,59.74846897530117,83.64932556152344,83.968974609375,1.4256417375096522,0.36241419908422484
2010-03-04,84.75999450683594,112.63999938964844,112.80000305175781,112.02999877929688,112.44999694824219,135770400,0.003027773429085334,61.23359013412171,83.77950744628906,83.968974609375,1.3788104900061724,0.35762190807958866
2010-03-05,85.97147369384766,114.25,114.33999633789062,113.0999984741211,113.37000274658203,176118800,0.014293054100115832,67.37215891211098,84.0135269165039,83.968974609375,1.4017523798801734,0.41328777176213005
2010-03-08,85.98653411865234,114.2699966430664,114.5199966430664,114.06999969482422,114.26000213623047,114631200,0.00017517932585775498,67.44118068948319,84.24754638671875,83.968974609375,1.3337698490488887,0.4266349221927398
2010-03-09,86.12952423095703,114.45999908447266,114.98999786376953,113.87000274658203,113.93000030517578,154556700,0.0016629361070348292,68.13050943618207,84.59745178222656,83.968974609375,1.318500225344504,0.41994962982819845
2010-03-10,86.51324462890625,114.97000122070312,115.27999877929688,114.41000366210938,114.51000213623047,186088800,0.004455155202300443,69.96804163521742,84.90972900390625,83.968974609375,1.2864641461904323,0.4154645387717686
2010-03-11,86.87447357177734,115.44999694824219,115.4800033569336,114.3499984741211,114.69999694824219,160791100,0.004175417815162952,71.6265740065269,85.26941757202148,83.968974609375,1.2752884845205799,0.41021132731206933
2010-03-12,86.88200378417969,115.45999908447266,115.97000122070312,115.13999938964844,115.94999694824219,162074800,8.667922915384096e-05,71.66170766255564,85.62459030151368,83.968974609375,1.243482294987302,0.3812448736238593
2010-03-15,86.9045639038086,115.48999786376953,115.56999969482422,114.5999984741211,115.26000213623047,146816800,0.00025966389639164866,71.77447218725216,85.89548568725586,83.968974609375,1.223947932538432,0.33902412785750125
2010-03-16,87.5968246459961,116.41000366210938,116.5199966430664,115.48999786376953,115.80999755859375,168673000,0.007965758196010642,75.05467684338856,86.21227722167968,83.968974609375,1.2100944215926064,0.3326751544783991
2010-03-17,88.1160659790039,117.0999984741211,117.4800033569336,116.41999816894531,116.76000213623047,177468100,0.005927627343870201,77.1954227868894,86.57347030639649,84.02571243286133,1.2000876553948643,0.33734280829636776
2010-03-18,88.07090759277344,117.04000091552734,117.2699966430664,116.56999969482422,117.11000061035156,196509100,-0.0005124875438858867,76.57989930291984,86.90456161499023,84.07703140258789,1.1643668905982447,0.31188324044917237
2010-03-19,87.62513732910156,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,226641100,-0.005061492788663524,70.59592050073074,87.06992797851562,84.11823104858398,1.207626703588437,0.2425981872316092
2010-03-22,88.0936050415039,116.58999633789062,116.80000305175781,115.23999786376953,115.30999755859375,184477800,0.005346270792625063,72.98501454933215,87.28063507080078,84.16157623291015,1.232796595331283,0.2072678072676255
2010-03-23,88.71318054199219,117.41000366210938,117.51000213623047,116.37999725341797,116.76000213623047,182941600,0.0070331495708044756,75.78704418032206,87.5390007019043,84.21159408569336,1.2254543301513698,0.20424257634760923
2010-03-24,88.282470703125,116.83999633789062,117.43000030517578,115.58000183105469,116.97000122070312,196072600,-0.0048550828212422514,70.32619309170927,87.71592330932617,84.25058990478516,1.2700646261492072,0.15413190775227492
2010-03-25,88.1389389038086,116.6500015258789,118.16999816894531,116.51000213623047,117.62999725341797,223396300,-0.0016258244493300156,68.55346233906377,87.8423698425293,84.30281814575196,1.2979168694753243,0.09511161685868652
2010-03-26,88.0860595703125,116.58000183105469,117.41999816894531,116.12000274658203,116.87000274658203,205808500,-0.0005999542784808076,67.87464060359618,87.96277542114258,84.33954162597657,1.2980653375387499,0.03916933846572768
2010-03-29,88.64518737792969,117.31999969482422,117.52999877929688,116.69000244140625,117.16999816894531,134513500,0.006347517533928038,71.12989215584686,88.13683776855468,84.38278198242188,1.2732033097318527,0.027056476490805892
2010-03-30,88.70562744140625,117.4000015258789,117.83000183105469,116.91000366210938,117.45999908447266,145772500,0.0006818200205147562,71.4664738619154,88.2477180480957,84.44664520263672,1.2479743711042428,0.011163265861654281
2010-03-31,88.40339660644531,117.0,117.5199966430664,116.61000061035156,116.94999694824219,161078700,-0.0034071213256517963,67.2446658141657,88.27645111083984,84.48309295654298,1.2238330612192858,-0.029436498516918208
2010-04-01,89.00787353515625,117.80000305175781,118.25,117.0999984741211,117.80000305175781,161215200,0.0068377115802682464,70.94199081576222,88.37014770507812,84.54923797607422,1.225702128275051,-0.025462482426089617
2010-04-05,89.73320007324219,118.76000213623047,118.83999633789062,117.91999816894531,118.25,105847600,0.008149015466586196,74.64093182663348,88.5809539794922,84.66284866333008,1.212437210979177,0.01401156512667101
2010-04-06,89.94480895996094,119.04000091552734,119.25,118.29000091552734,118.41999816894531,110384200,0.002358200605194316,75.61614365002862,88.7660743713379,84.81816574096679,1.1944059162287115,0.040850854286058835
2010-04-07,89.43098449707031,118.36000061035156,119.36000061035156,117.80999755859375,118.80000305175781,184576300,-0.005712663897250114,68.7068845236982,88.83785476684571,84.9547785949707,1.2198057116236474,0.011975392785185335
2010-04-08,89.74079895019531,118.7699966430664,118.97000122070312,117.5999984741211,117.94999694824219,158704000,0.0034642853913249283,70.45957518613278,88.98368759155274,85.10451019287109,1.230534071263532,0.002228121457753085
2010-04-09,90.33010864257812,119.55000305175781,119.5999984741211,118.80000305175781,119.0199966430664,133006500,0.006566797925544154,73.499966520563,89.20280456542969,85.25820220947266,1.2019246255343288,0.022812652104100772
2010-04-12,90.47369384765625,119.73999786376953,120.05000305175781,119.55999755859375,119.69999694824219,110279000,0.0015895608588967214,74.19681265824917,89.44156799316406,85.43372909545899,1.1517871522818766,0.032832403357355266
2010-04-13,90.54170227050781,119.83000183105469,120.04000091552734,119.0,119.62000274658203,125043600,0.0007516927844912757,74.53833177881081,89.63121948242187,85.62837448120118,1.1438024210851243,0.030807138274139945
2010-04-14,91.56930541992188,121.19000244140625,121.19000244140625,120.08000183105469,120.2699966430664,161609000,0.011349501098885106,79.05030727047922,89.91758728027344,85.81843826293945,1.1592451488898698,0.0825073360054247
2010-04-15,91.64484405517578,121.29000091552734,121.56999969482422,120.94999694824219,120.98999786376953,144615300,0.0008249340202757249,79.34013224438348,90.24173202514649,85.99014831542969,1.12072783443931,0.10422481919238513
2010-04-16,90.18655395507812,119.36000061035156,121.29000091552734,118.75,120.86000061035156,366786700,-0.01591240745872924,61.61770686730827,90.35960006713867,86.14096923828124,1.222104483088455,0.00788833537757494
2010-04-19,90.52655029296875,119.80999755859375,119.93000030517578,118.47000122070312,119.01000213623047,217947800,0.0037699227099858845,63.65605028120247,90.43893508911133,86.34960815429687,1.239096954615898,-0.04264750996304456
2010-04-20,91.33505249023438,120.87999725341797,120.9800033569336,119.87000274658203,120.55999755859375,157708000,0.00893110578773948,68.00707925518896,90.57795944213868,86.57110733032226,1.2341618720247514,-0.03183107816246156
2010-04-21,91.1688461303711,120.66000366210938,121.2300033569336,119.98999786376953,120.94999694824219,192910100,-0.0018197434099143095,66.25116033600194,90.75174560546876,86.80086990356445,1.234579273534702,-0.04525831642236522
2010-04-22,91.44084167480469,121.0199966430664,121.16999816894531,119.12000274658203,119.80999755859375,115360300,0.002983426422274116,67.7200268652119,90.92174987792968,87.01605651855469,1.292823284165315,-0.045108964710564026
2010-04-23,92.03776550292969,121.80999755859375,121.86000061035156,120.62999725341797,120.94000244140625,177335500,0.0065279782774514405,70.7307881703594,91.09251556396484,87.24634170532227,1.2883361465059064,-0.015618922261625867
2010-04-26,91.69017791748047,121.3499984741211,122.12000274658203,121.2300033569336,121.8499984741211,143457300,-0.0037765756648899806,66.82242069991283,91.21416397094727,87.45282012939452,1.2598835210160872,-0.029525533217658717
2010-04-27,89.52165985107422,118.4800033569336,121.33999633789062,118.25,120.6500015258789,355853300,-0.023650494694839375,48.730908422548794,91.1121597290039,87.6172817993164,1.3913203033807306,-0.1860435528756006
2010-04-28,90.2016830444336,119.37999725341797,119.68000030517578,118.2699966430664,119.05000305175781,300674100,0.007596186157524887,53.02584728669814,90.97539749145508,87.76975997924805,1.3926548290042053,-0.24153142806534156
2010-04-29,91.31993103027344,120.86000061035156,121.11000061035156,120.06999969482422,120.0999984741211,193775000,0.012397196461278792,59.09437669943738,90.94290618896484,87.93677703857422,1.416751152427733,-0.20226981841031932
2010-04-30,89.77099609375,118.80999755859375,121.01000213623047,118.77999877929688,120.87999725341797,270000900,-0.01696163059967659,49.54630794414482,90.90135040283204,88.06303344726562,1.474840595606723,-0.2754315949604611
2010-05-03,90.93457794189453,120.3499984741211,120.68000030517578,119.19999694824219,119.37999725341797,182747900,0.012961668008332872,55.378858396572774,90.94215316772461,88.20909942626953,1.5030664635335307,-0.24148866217751286
2010-05-04,88.79627227783203,117.5199966430664,119.02999877929688,116.91999816894531,119.01000213623047,360353400,-0.02351476976589517,45.06806671205461,90.68827514648437,88.3120980834961,1.6407045950794057,-0.35236226288066896
2010-05-05,88.26737213134766,116.81999969482422,117.80000305175781,115.97000122070312,116.55999755859375,328973200,-0.00595633277069918,42.93853635825608,90.39812774658203,88.42483612060546,1.6542258262204972,-0.444680278711878
2010-05-06,85.33573150634766,112.94000244140625,117.0,105.0,116.26000213623047,647356600,-0.03321318573569321,33.491913206196145,89.78761672973633,88.46374130249023,2.393209695776176,-0.6728523182828606
2010-05-07,84.06632995605469,111.26000213623047,113.7699966430664,109.41000366210938,112.63999938964844,637558800,-0.014875381365876517,30.37569048734828,88.99047317504883,88.47951614379883,2.533694216146237,-0.8666000916617664
2010-05-10,87.76868438720703,116.16000366210938,116.6500015258789,114.91000366210938,115.80999755859375,396159600,0.044040871453383756,46.1215753731828,88.59832382202148,88.56828430175781,2.737716014253537,-0.7093538147553888
2010-05-11,87.51936340332031,115.83000183105469,117.36000061035156,114.91000366210938,115.06999969482422,317849800,-0.0028406599190525794,45.37733929096903,88.3980941772461,88.63475936889648,2.7171646523955837,-0.590924309009654
2010-05-12,88.743408203125,117.44999694824219,117.62000274658203,116.08999633789062,116.29000091552734,235607100,0.013985988382523518,49.671185212497335,88.25226669311523,88.72104934692383,2.6509386711907093,-0.4076590755122562
2010-05-13,87.6402587890625,115.98999786376953,117.68000030517578,115.88999938964844,117.12999725341797,234452500,-0.012430775833372265,46.15016459326938,87.88429946899414,88.78377182006835,2.589443117214755,-0.34095009079321664
2010-05-14,86.05352020263672,113.88999938964844,115.33000183105469,112.87000274658203,115.12000274658203,345601400,-0.018105133512268945,41.58405235865093,87.5125518798828,88.80964233398437,2.62733968864138,-0.38087773695273397
2010-05-17,86.09886169433594,113.94999694824219,114.5199966430664,111.7699966430664,114.19999694824219,325739800,0.0005268987438566963,41.761373108495306,87.02898025512695,88.81219009399415,2.63610113945271,-0.38052644910764616
2010-05-18,84.92768096923828,112.4000015258789,115.22000122070312,112.02999877929688,114.87999725341797,360556800,-0.013602743428310693,38.509671108961435,86.64212112426758,88.79101303100586,2.675665518163677,-0.4317158299585666
2010-05-19,84.44412231445312,111.76000213623047,112.7699966430664,110.36000061035156,111.7699966430664,394742700,-0.005693769678702387,37.221023399689514,86.25979614257812,88.75730499267578,2.656689126345903,-0.46766006968840956
2010-05-20,81.25556945800781,107.54000091552734,109.88999938964844,107.47000122070312,109.37999725341797,530418300,-0.03775932260355286,30.074538086021718,85.85177993774414,88.65215148925782,2.7733542541445777,-0.6637252125628857
2010-05-21,82.44181823730469,109.11000061035156,109.37999725341797,105.36000061035156,105.91000366210938,500909400,0.014598984256825931,35.069367603438096,85.68932876586913,88.56349838256835,2.862400139067565,-0.6691705926232698
2010-05-24,81.38397216796875,107.70999908447266,109.38999938964844,107.61000061035156,108.5199966430664,269823000,-0.012831425749138425,32.81808535275812,85.05085754394531,88.45353775024414,2.7850857562268017,-0.6965414579345597
2010-05-25,81.46710968017578,107.81999969482422,107.87000274658203,104.37999725341797,105.11000061035156,396505200,0.001021546503474191,33.18113027701837,84.44563217163086,88.34478866577149,2.8354371660080346,-0.6618175011391729
2010-05-26,80.9759750366211,107.16999816894531,109.47000122070312,106.8499984741211,108.4800033569336,349719300,-0.006028624870610844,32.07830273843507,83.66888885498047,88.21237167358399,2.8200489931918917,-0.6251342914370219
2010-05-27,83.68853759765625,110.76000213623047,110.80000305175781,108.77999877929688,109.19000244140625,300870500,0.03349836244402615,43.289322962389164,83.27371673583984,88.12382110595703,2.8779029853076494,-0.38326877576068963
2010-05-28,82.63827514648438,109.37000274658203,110.72000122070312,108.8499984741211,110.63999938964844,297933500,-0.012549657113392843,40.50182860603108,82.93219223022462,88.01516845703125,2.8087673193649154,-0.2647391103035992
2010-06-01,81.24798583984375,107.52999877929688,109.94999694824219,107.37000274658203,108.3499984741211,277909400,-0.016823793867626113,37.09650617696259,82.4471046447754,87.88762542724609,2.792426382386004,-0.2508238128433884
2010-06-02,83.36363220214844,110.33000183105469,110.33999633789062,107.51000213623047,108.08000183105469,240243700,0.02603936996635281,44.71414248393926,82.2906997680664,87.79302597045898,2.7951097980484434,-0.07889593532030026
2010-06-03,83.65074920654297,110.70999908447266,111.05999755859375,109.58000183105469,110.6500015258789,226618300,0.003444151805889417,45.67562355394483,82.21136245727538,87.69177734375,2.701173078726345,0.06654577068847267
2010-06-04,80.71154022216797,106.81999969482422,109.33000183105469,106.45999908447266,108.61000061035156,398475600,-0.0351366725612674,38.32725912026979,82.1569595336914,87.54035873413086,2.8118035731030346,-0.018286095635214217
2010-06-07,79.70660400390625,105.48999786376953,107.61000061035156,105.41000366210938,107.19999694824219,264609100,-0.01245096073616625,36.18380984923159,81.88343811035156,87.3717120361328,2.7681030998986884,-0.11951950251544385
2010-06-08,80.5604248046875,106.62000274658203,106.83000183105469,104.6500015258789,105.56999969482422,357774300,0.010712045901985823,39.29034401394726,81.80108337402343,87.2211993408203,2.7260957574184808,-0.10683231511437641
2010-06-09,80.12971496582031,106.05000305175781,108.27999877929688,105.5999984741211,107.23999786376953,268023300,-0.005346419658429191,38.278070112831855,81.66734390258789,87.05088989257813,2.7228032251154306,-0.10513924162306854
2010-06-10,82.4720458984375,109.1500015258789,109.27999877929688,106.04000091552734,107.86000061035156,317890600,0.029231739232022935,46.37025966365108,81.81695098876953,86.92621826171874,2.7597456993050096,0.06678279785729391
2010-06-11,82.87249755859375,109.68000030517578,109.75,108.12000274658203,108.19000244140625,214128200,0.004855604778489342,47.63429732547998,81.73534698486328,86.81560028076171,2.6790493817416494,0.2123102078497432
2010-06-14,82.74407196044922,109.51000213623047,111.12000274658203,109.4000015258789,110.5199966430664,207196100,-0.0015496769365944685,47.24967074991534,81.74592666625976,86.69032424926758,2.610545941667469,0.2994295791429893
2010-06-15,84.62545013427734,112.0,112.0999984741211,110.08999633789062,110.27999877929688,238268700,0.022737316755784054,53.210140081808724,82.08367309570312,86.58816925048828,2.6090781128262654,0.4729515028101856
2010-06-16,84.59525299072266,111.95999908447266,112.41999816894531,111.19999694824219,111.41999816894531,216374000,-0.00035683288545906855,53.10641668585346,82.20683517456055,86.48117813110352,2.5098583348174697,0.5684623433297098
2010-06-17,84.73123931884766,112.13999938964844,112.33000183105469,111.05000305175781,112.27999877929688,263185800,0.0016074936041614585,53.54557737583122,82.31488418579102,86.38718322753907,2.422011223708856,0.6193803124330288
2010-06-18,84.8231201171875,111.7300033569336,112.12999725341797,111.37000274658203,111.83000183105469,174006600,0.0010843792570305322,53.85999139777044,82.72604217529297,86.28882965087891,2.304010182234395,0.6354527246696922
2010-06-21,84.58013916015625,111.41000366210938,113.19999694824219,110.79000091552734,113.12000274658203,213140700,-0.002864560472375488,52.841443000201004,83.21339569091796,86.17383026123046,2.3115806001258554,0.606023654297043
2010-06-22,83.18329620361328,109.56999969482422,111.9000015258789,109.41000366210938,111.41000366210938,239355400,-0.01651502315334319,47.30326927708593,83.47568283081054,86.0280223083496,2.324324690386118,0.47459982896230835
2010-06-23,82.92514038085938,109.2300033569336,110.02999877929688,108.4800033569336,109.63999938964844,254639900,-0.003103457479275651,46.33669335855173,83.75522537231446,85.87569107055664,2.2690154569559153,0.3577237649614946
2010-06-24,81.55104064941406,107.41999816894531,108.83000183105469,107.13999938964844,108.69000244140625,268523600,-0.016570363645262876,41.47835907587048,83.6631248474121,85.67532577514649,2.2562289219794325,0.18406053430660696
2010-06-25,81.8926773071289,107.87000274658203,108.41999816894531,106.7699966430664,107.73999786376953,238726500,0.004189237255518785,43.07639180071443,83.56514282226563,85.48028244018555,2.212926965115109,0.09298269815285243
2010-06-28,81.6344985961914,107.52999877929688,108.31999969482422,107.13999938964844,108.02999877929688,169218600,-0.0031526470916225513,42.13990138823068,83.45418548583984,85.30924133300782,2.139146489405157,0.019951496070712338
2010-06-29,79.11405181884766,104.20999908447266,107.51000213623047,103.55000305175781,106.0199966430664,373649500,-0.03087477501161917,34.300156874022406,82.90304565429688,85.08099136352538,2.270635720700436,-0.18235814552790963
2010-06-30,78.36248779296875,103.22000122070312,104.87999725341797,102.87999725341797,103.91999816894531,284101700,-0.009499753945099498,32.366508996174275,82.27976913452149,84.82154006958008,2.251304597793262,-0.34179000689568617
2010-07-01,78.01327514648438,102.76000213623047,103.48999786376953,101.12999725341797,103.1500015258789,382924800,-0.004456375190728834,31.478526626049913,81.60797271728515,84.55842864990234,2.2590685986902836,-0.43953309104436533
2010-07-02,77.58812713623047,102.19999694824219,103.41999816894531,101.62000274658203,103.11000061035156,233385200,-0.00544968801086243,30.3855510141818,80.88447341918945,84.28137435913087,2.226277657524069,-0.4973312234524865
2010-07-06,78.09678649902344,102.87000274658203,104.37000274658203,101.87999725341797,103.63999938964844,256935300,0.006555891752611176,33.36653765884988,80.23613815307617,84.00255477905273,2.245115360069783,-0.46633583690265445
2010-07-07,80.55654907226562,106.11000061035156,106.23999786376953,103.0199966430664,103.12999725341797,253769400,0.03149633529764939,45.51653515721931,79.97346343994141,83.77988220214844,2.3254639141496196,-0.25573349980631654
2010-07-08,81.3536605834961,107.16000366210938,107.27999877929688,105.91000366210938,107.0,210842100,0.009895055341998304,48.7761522138656,79.81631546020508,83.61652221679688,2.2572161429380397,-0.04912076633267315
2010-07-09,81.96099090576172,107.95999908447266,107.97000122070312,106.93000030517578,107.12999725341797,144999900,0.00746531032420239,51.17306321966953,79.85731048583985,83.45170837402344,2.17027219812299,0.1321609440280136
2010-07-12,82.01412200927734,108.02999877929688,108.23999786376953,107.1500015258789,107.5999984741211,131283600,0.0006482486720629232,51.38737072314914,79.86945495605468,83.26559219360351,2.0931096366778212,0.25239365207897735
2010-07-13,83.25162506103516,109.66000366210938,110.08999633789062,108.93000030517578,109.1500015258789,213025900,0.015088902026139106,56.208510681698954,80.03116760253906,83.13520477294922,2.090744488243245,0.4030678256076714
2010-07-14,83.24398040771484,109.6500015258789,110.08000183105469,108.86000061035156,109.30999755859375,184426800,-9.182587504696915e-05,56.171450080202064,80.44416046142578,82.98139282226562,2.028548540561808,0.4845424400421794
2010-07-15,83.26678466796875,109.68000030517578,110.05999755859375,108.16999816894531,109.61000061035156,232337900,0.0002739448563393587,56.26408856514204,80.93459014892578,82.87080307006836,2.0186521726394244,0.5192118858319899
2010-07-16,80.97404479980469,106.66000366210938,109.20999908447266,106.44999694824219,109.08999633789062,282693400,-0.027534867322024037,45.785833935397235,81.23066711425781,82.7249365234375,2.105177257231865,0.37377132338933494
2010-07-19,81.45234680175781,107.29000091552734,107.62999725341797,106.22000122070312,107.05000305175781,186709000,0.005906855747858986,47.963050301023586,81.61708908081054,82.6472688293457,2.055521455480649,0.2990550497493022
2010-07-20,82.35577392578125,108.4800033569336,108.55999755859375,105.81999969482422,105.87000274658203,258162400,0.011091480595669445,51.892880386530884,82.04298782348633,82.61305770874023,2.1044126275012833,0.2990330258703037
2010-07-21,81.28531646728516,107.06999969482422,109.06999969482422,106.62999725341797,109.04000091552734,264527000,-0.012997964896314218,47.33172138665981,82.11586456298828,82.4833903503418,2.1283833284944955,0.21917880574535714
